LCDGetFB,101946E8,f,
LCDBlendFB,101946F0,f,
LCDGetWidth,101946F8,f,
LCDGetHeight,10194700,f,
LCDEnableDoubleFB,10194708,f,
LCDDisableDoubleFB,10194710,f,
LCDIsDoubleFBEnabled,10194718,f,
LCDInit,10194720,f,
LCDYUVDraw,10194728,f,
LCDYUVDrawEx,10194730,f,
LCDSetFBFormat,10194738,f,
LCDGetFBFormat,10194740,f,
LCDSetRefreshRate,10194748,f,
LCDGetRefreshRate,10194750,f,
LCDSetBrightness,10194758,f,
VPUInitVideo,10194760,f,
LCD_Reg_resume,10194768,f,
ReloadLogo,10194770,f,
ReleaseLogo,10194778,f,
SetPVUBuffer,10194780,f,
ReloadLogo_Full_Scrren,10194788,f,
ReLoadLogo_Full_Screen_From_Pic_Disp,10194790,f,
create_rgb_ycc_table,10194798,f,
LCD_FB0_Zoom,101947A0,f,
LCDFlushFBZoom,101947A8,f,
consoleGetc,101947B0,f,
av_open,101947B8,f,
av_close,101947C0,f,
av_ioctl,101947C8,f,
av_manager_init,101947D0,f,
av_manager_done,101947D8,f,
av_get_info,101947E0,f,
av_get_last_error,101947E8,f,
video_play_init,101947F0,f,
audio_play_init,101947F8,f,
audio_play_task,10194800,f,
av_create_sem,10194808,f,
av_begin_thread,10194810,f,
vpu_config_reg_lcd_800x480,10194818,f,
av_wo_destroy,10194820,f,
av_wo_write,10194828,f,
av_wo_create,10194830,f,
wavaopen,10194838,f,
waveioc,10194840,f,
waveclose,10194848,f,
SYSSetUserVolSetting,10194850,f,
SYSSetSpeakerDefaultStatus,10194858,f,
SYSSetTone,10194860,f,
PMSetMode,10194868,f,ccpmp.bin
PMGetMode,10194870,f,
SYSGetBatteryVoltage,10194878,f,
DBGDumpOSHeapInfo,10194880,f,
DBGDumpAPHeapInfo,10194888,f,
heap_trace_start,10194890,f,
heap_trace_stop,10194898,f,
usb_connect,101948A0,f,
usb_disconnect,101948A8,f,
check_charge_in,101948B0,f,
udc_flush,101948B8,f,
get_udc_attached_flag,101948C0,f,
SYSSetVolume,101948C8,f,
SYSGetVolume,101948D0,f,
iv_res_init,101948D8,f,
iv_res_uninit,101948E0,f,
iv_res_read,101948E8,f,
ivTTS_Exit,101948F0,f,
ivTTS_Run,101948F8,f,
ivTTS_SetParam,10194900,f,
ivTTS_Destroy,10194908,f,
ivTTS_Create,10194910,f,
GL_SetCPU,10194918,f,
LCDFBMode,10194920,f,
SysLcdClear,10194928,f,
TaskMediaFunStop,0,f,
cmGetSysModel,0,f,
cmGetSysVersion,0,f,
GemeiEmu_putc,0,emu,
GemeiEmu_panic,0,emu,
